GENE       CHR      START       STOP  NSNPS  NPARAM     N        ZSTAT      P_MULTI  P_SNPWISE_MEAN  P_SNPWISE_TOP1
84243        1   27118201   27194092     86      12  4338      -1.5129      0.93484         0.94293         0.84201
2810         1   27154633   27200947     58       8  4338     -0.88829      0.81281         0.87022         0.66561
54707        1   27195872   27251869     74      12  4338      -1.3314      0.90847         0.89162         0.80861
63906        1   27206979   27261962     67      12  4338      -1.4497      0.92643         0.89475         0.84944
10726        1   27213187   27283362     80      13  4338      -1.4793      0.93047         0.86273         0.90029
8431         1   27227975   27275567     56      11  4338       -1.144      0.87368         0.83653         0.79218
126695       1   27266047   27321901     61       9  4338     -0.81884      0.79356         0.74677         0.73613
388610       1   27285189   27337377     48       8  4338     -0.76775      0.77868         0.74592         0.72442
115572       1   27321511   27374333     79      12  4338     -0.53167      0.70252         0.47466         0.84888
6548         1   27415300   27516621    139      13  4338      0.37653      0.35326          0.2218         0.51744
23038        1   27526007   27645124    172      23  4338     -0.77395      0.78052         0.58712         0.84974
84065        1   27613636   27672891     84      17  4338      -1.1551      0.87597         0.76909         0.89451
84958        1   27633483   27690423    114      23  4338     -0.12496      0.54972         0.53654         0.49384
9064         1   27671670   27728558     83      22  4338    -0.029224      0.51166         0.49015         0.47799
2827         1   27684148   27732318     58      18  4338     -0.95031      0.82902         0.65248         0.88615
8547         1   27685601   27736315     57      17  4338     -0.95345      0.82982         0.65954         0.87823
388611       1   27695596   27744823     47      12  4338      -1.0609      0.85563         0.74277         0.81991
10163        1   27720734   27851678    182      18  4338     -0.82578      0.79554         0.77104         0.65331
27245        1   27850756   27965463    108      19  4338     -0.24408      0.59642         0.56843         0.51762
2268         1   27928800   27996727     81      15  4338      0.21746      0.41393         0.29712         0.52491
2537         1   27982572   28033724     91       9  4338      0.10232      0.45925         0.41319         0.43966
199870       1   28017490   28099426    144      10  4338     0.029484      0.48824         0.25052         0.78033
23673        1   28064694   28160963    101       9  4338       0.5033      0.30738         0.18249         0.49651
5511         1   28122252   28188183     54       8  4338      0.44715      0.32738         0.17033         0.59574
9473         1   28164055   28223196    109      20  4338     -0.43364      0.66773         0.60554         0.62394
6118         1   28208035   28276255    155      16  4338      -0.5835      0.72022         0.50552         0.82466
27293        1   28226456   28295663    163      21  4338      0.15166      0.43973         0.49387         0.33675
55113        1   28251504   28304604    138      19  4338      0.35655      0.36072         0.43273         0.27843
2140         1   28286855   28450173    351      34  4338     -0.38749       0.6508         0.72417         0.48701
5724         1   28463677   28555447    124      19  4338     -0.35524      0.63879         0.51006         0.67819
22826        1   28516789   28594542    200      20  4338      0.96536      0.16718         0.62922        0.050609
93974        1   28527602   28574616    130      14  4338     -0.77133      0.77975         0.72382         0.73473
83667        1   28550963   28619002    170      20  4338       1.1804      0.11892         0.38806        0.046408
54797        1   28620513   28672478     79      15  4338       1.4549      0.07285        0.037201         0.18555
65979        1   28661093   28836881    471      21  4338      0.33973      0.36703         0.78079         0.15599
1104         1   28797455   28875708    180      14  4338     -0.62005      0.73239         0.70212         0.61766
54952        1   28844529   28915057    113      17  4338      0.26929      0.39385          0.5218         0.26434
115273       1   28883712   28931098     64      15  4338      0.11031      0.45608         0.51924         0.33852
6883         1   28919608   29010416    108      17  4338       0.2934      0.38461         0.34275         0.38901
10691        1   28960234   29052115    122      17  4338     0.070856      0.47176         0.48802         0.38876
51441        1   29028133   29106287    119      15  4338    -0.010848      0.50433         0.57468         0.37455
4985         1   29103654   29200208    264      33  4338     -0.10839      0.54316          0.6806         0.36402
2035         1   29178603   29456558    546      45  4338        1.024      0.15291          0.4009        0.073391
399474       1   29435937   29485421    121      20  4338       1.6107     0.053624         0.13594         0.03504
6429         1   29464250   29543637    181      25  4338       1.5822       0.0568         0.10924        0.050404
